CompileType,PopulationSize,Total1Ptx2Jit3,ParallelismLevel
2,20,1,2,23.5268,0.5383,0.43,0.4163,0.5514
2,20,3,2,153.4527,40.2598,44.0196,410.9443,239.0881
2,20,2,2,2310.1809,901.0945,779.0244,2513.6873,2440.6145
2,20,1,2,0.9042,0.4812,0.5363,0.4922,0.5054
2,20,3,2,41.7657,43.4684,40.0368,28.3688,28.8926
2,20,2,2,633.7443,519.6315,479.6625,468.5145,484.1844
2,20,1,2,0.9685,0.468,0.468,0.4477,0.4526
2,20,3,2,36.8891,62.995,38.271,52.3038,58.6477
2,20,2,2,565.984,621.145,518.7646,505.3361,517.7449
2,20,1,2,0.8965,0.4673,0.4698,0.4643,0.5174
2,20,3,2,48.527,17.4821,16.5869,22.5454,33.2664
2,20,2,2,690.2177,536.304,446.9108,443.8937,442.6574
2,20,1,2,0.9592,0.5068,0.4653,0.4849,0.5097
2,20,3,2,24.146,29.3171,21.0895,20.7134,22.3211
2,20,2,2,558.7115,629.5761,441.5428,518.1323,480.1701
2,20,1,2,0.9357,0.492,0.4723,0.4621,0.4742
2,20,3,2,34.8676,21.0438,38.1382,26.1809,18.3809
2,20,2,2,456.0332,473.0101,487.2805,470.2139,455.7213
2,20,1,2,0.8782,0.4805,0.4814,0.4698,0.4613
2,20,3,2,43.7771,42.968,22.0086,29.2298,29.0324
2,20,2,2,561.7742,457.5458,421.1706,449.4441,428.9777
2,20,1,2,0.9037,0.4798,0.483,0.475,0.4894
2,20,3,2,33.8075,52.4472,51.2178,58.0406,69.0955
2,20,2,2,482.6363,501.3797,467.955,479.1853,490.7484
2,20,1,2,0.9277,0.4682,0.4832,0.4955,0.541
2,20,3,2,22.0973,19.5327,33.7661,51.1485,53.6064
2,20,2,2,607.1869,461.4253,459.7766,466.2103,466.607
2,20,1,2,0.8646,0.4659,0.5157,0.4821,0.4569
2,20,3,2,62.8488,32.5781,21.8831,18.4926,18.4643
2,20,2,2,639.5713,460.3824,434.1106,434.4983,428.6547
2,40,1,2,1.1766,0.7807,0.7364,0.7512,0.7305
2,40,3,2,118.2335,69.6554,80.55,80.5746,37.2793
2,40,2,2,511.8134,491.9229,495.2955,496.1598,446.9445
2,40,1,2,1.1509,0.7789,0.7311,0.722,0.7632
2,40,3,2,73.0778,82.6442,84.4074,125.1185,103.0092
2,40,2,2,494.4862,483.4658,500.2793,513.79,515.5669
2,40,1,2,0.9942,0.7213,0.7368,0.7352,2.8671
2,40,3,2,24.6293,32.7561,32.0584,58.2105,74.4284
2,40,2,2,452.9863,438.6463,433.2935,475.9887,488.0144
2,40,1,2,6.8732,0.6918,0.6803,0.7183,0.6887
2,40,3,2,200.0939,82.5919,83.26,78.6288,73.5367
2,40,2,2,702.1822,493.8644,498.5578,530.2544,487.1071
2,40,1,2,1.1401,0.649,0.8822,0.7608,0.7097
2,40,3,2,112.2015,107.9275,96.4799,81.792,97.1706
2,40,2,2,515.4563,524.4776,545.9975,513.9262,533.774
2,40,1,2,1.1486,0.7122,0.7201,0.7389,0.7176
2,40,3,2,146.0065,55.3154,186.8476,75.5571,259.9568
2,40,2,2,540.6465,475.2537,547.2948,504.7641,508.2099
2,40,1,2,1.2679,0.6982,0.6996,0.7385,0.7233
2,40,3,2,65.4023,63.1681,65.5446,74.7727,77.389
2,40,2,2,734.3783,478.4789,481.7165,500.6046,500.6893
2,40,1,2,1.1683,0.7337,0.7735,0.7274,0.7457
2,40,3,2,108.768,114.6099,71.2334,86.7061,101.6447
2,40,2,2,516.6948,516.5295,497.5811,500.609,521.9839
2,40,1,2,1.1561,0.7125,0.7181,0.719,0.8203
2,40,3,2,107.0518,66.3794,60.3902,42.0289,57.455
2,40,2,2,507.4968,477.179,481.5902,456.1639,440.0294
2,40,1,2,1.0507,0.66,0.6861,0.6216,0.7033
2,40,3,2,79.4615,39.1784,29.379,49.5122,53.9989
2,40,2,2,741.8304,462.82,460.1834,458.9456,465.1038
2,60,1,2,1.4387,1.1103,1.1056,1.0264,1.1376
2,60,3,2,93.1857,120.1684,132.8214,100.0225,83.7646
2,60,2,2,515.4952,568.9372,569.3571,549.7678,538.7334
2,60,1,2,8.1146,1.015,1.0581,0.9745,1.0394
2,60,3,2,245.7214,150.4019,333.6583,86.5483,129.9537
2,60,2,2,670.4661,565.3252,562.516,542.5951,550.5538
2,60,1,2,1.6328,1.0557,1.0363,1.0887,1.0556
2,60,3,2,404.3808,87.2134,121.7415,126.7529,98.4586
2,60,2,2,785.1719,495.5627,804.8196,513.8661,489.3276
2,60,1,2,1.5201,1.0589,1.0606,1.0857,1.0678
2,60,3,2,156.308,74.8752,106.2138,103.5187,70.9364
2,60,2,2,852.1504,487.6593,507.2852,519.5353,496.9627
2,60,1,2,1.4508,1.0848,1.1157,1.0514,1.0932
2,60,3,2,138.0126,80.535,47.5917,52.5467,61.8185
2,60,2,2,529.7994,487.0787,465.0242,466.6525,472.2897
2,60,1,2,1.5313,1.0509,1.0417,1.0773,1.101
2,60,3,2,142.1244,125.3764,177.7906,139.9066,317.7219
2,60,2,2,536.628,511.5116,567.4619,576.4984,695.9754
2,60,1,2,1.492,1.4515,1.0402,1.0962,1.0419
2,60,3,2,74.1705,61.9649,73.6511,54.1582,51.9336
2,60,2,2,605.1178,469.3877,470.3713,457.2049,462.9278
2,60,1,2,1.3331,1.0318,1.0113,1.0336,1.0652
2,60,3,2,82.1382,59.5417,73.8369,111.2203,96.5844
2,60,2,2,489.2921,474.8002,483.39,503.2075,499.3856
2,60,1,2,1.5701,1.0477,1.0389,1.1136,1.0375
2,60,3,2,197.2101,160.9436,71.6571,75.1518,63.888
2,60,2,2,523.8695,543.6058,523.3745,527.8354,508.7483
2,60,1,2,1.4552,1.0535,1.0361,1.0449,1.0479
2,60,3,2,223.7991,104.4211,92.4685,98.49,119.3504
2,60,2,2,573.8836,527.443,521.0365,515.1053,526.6096
2,80,1,2,1.9189,1.4348,1.8105,1.4993,1.5106
2,80,3,2,159.5837,92.2536,92.6906,94.7829,67.4315
2,80,2,2,581.5219,516.6261,520.5342,529.1881,506.6572
2,80,1,2,1.9288,1.4545,1.4777,1.4595,1.4515
2,80,3,2,216.2773,96.8871,115.2875,86.5071,68.5679
2,80,2,2,540.8416,525.0603,544.5756,513.6616,485.4871
2,80,1,2,1.794,1.4711,1.5081,1.6095,2.0269
2,80,3,2,229.9049,104.0911,137.9307,256.5147,197.8399
2,80,2,2,576.4664,550.753,577.9149,666.2448,609.8025
2,80,1,2,1.7497,1.4356,1.4889,1.466,1.4909
2,80,3,2,153.4488,171.4675,147.252,164.003,169.9894
2,80,2,2,853.8533,506.2028,526.1509,516.392,529.7302
2,80,1,2,1.9214,1.5049,1.4902,1.4732,1.5346
2,80,3,2,122.6029,116.7203,97.4532,104.2877,107.0634
2,80,2,2,520.4061,505.1551,522.746,537.3849,541.161
2,80,1,2,1.8499,1.4785,1.5681,1.9606,1.636
2,80,3,2,250.47,164.3642,217.059,246.8583,291.5591
2,80,2,2,601.3248,587.0166,611.7298,651.2754,678.9045
2,80,1,2,1.7912,1.473,1.5463,1.5307,1.5735
2,80,3,2,244.4397,117.544,129.0084,166.8675,174.302
2,80,2,2,607.0645,558.6184,572.3105,625.5144,601.5925
2,80,1,2,1.9028,1.4447,1.4461,1.4794,1.475
2,80,3,2,170.1392,104.005,142.6712,80.5872,83.1657
2,80,2,2,563.469,513.229,552.5962,497.8902,482.7989
2,80,1,2,1.8365,1.4855,1.4937,1.459,1.4931
2,80,3,2,160.2239,68.645,185.3595,72.4235,78.8827
2,80,2,2,562.4282,501.6432,575.6103,493.5133,506.1563
2,80,1,2,2.0998,1.5147,1.5867,1.594,1.5486
2,80,3,2,195.1382,133.6275,171.9164,255.0877,416.1477
2,80,2,2,722.5009,568.5224,613.2268,636.6848,728.5282
2,100,1,2,2.3621,1.9521,2.029,2.0066,2.0076
2,100,3,2,178.0583,86.15,116.5054,146.9434,178.51
2,100,2,2,581.1095,507.9556,523.8492,539.5424,571.6998
2,100,1,2,2.4374,2.0638,2.0526,2.0793,2.0326
